x0,x1,x2,x3,x4,x5,y
0.471221114,0.727771247,0.947044441,0.162517982,0.101074766,0.96891401,-0.282938919
0.108057944,0.504573232,0.270270754,0.270109693,0.427503379,0.895813418,-1.095954318
0.147703229,0.240131523,0.338718031,0.904527594,0.222444108,0.816207622,-4.46497482
0.188105534,0.745098133,0.410958528,0.760867767,0.782001756,0.134953364,-3.249167606
0.157631492,0.788069053,0.672135561,0.982716789,0.408268812,0.091048813,-4.292531113
0.000999991,0.31503613,0.196542851,0.362193724,0.765660505,0.649113374,-1.711720858
0.781637685,0.954116103,0.514362436,0.939442107,0.792828158,0.680078451,-3.786872995
0.308785583,0.284707144,0.30176627,0.377031571,0.670184972,0.32085529,-1.804099696
0.498777929,0.055262055,0.869892409,0.005516975,0.294453529,0.178926914,-0.024530981
0.948421811,0.971172205,0.092574299,0.146427976,0.706063608,0.255106193,0.211035573
0.209066496,0.019134679,0.479386658,0.329554192,0.990464591,0.619599035,-1.647404822
0.877576367,0.323016314,0.288619497,0.935633229,0.635953696,0.372893568,-4.573826604
0.387402755,0.691295553,0.668117125,0.860231442,0.723544577,0.239074962,-3.823267667
0.218265886,0.891725845,0.814093589,0.576678812,0.581408601,0.857668905,-2.088219077
0.110114911,0.437002295,0.886855625,0.489193455,0.918483709,0.563649177,-2.254996272
0.075816689,0.602229405,0.592511451,0.78450067,0.821859241,0.738467353,-3.559823094
0.714494245,0.019668904,0.25544013,0.431077608,0.609364193,0.918364954,-2.155001176
0.162360458,0.210679304,0.613087642,0.488603642,0.508053518,0.589225549,-2.398632442
0.294030478,0.096386451,0.660098126,0.287609197,0.074900467,0.593025619,-1.42875564
0.107679893,0.210071035,0.107170353,0.575376458,0.779439479,0.761595302,-2.83275245
0.293486296,0.394861862,0.057448615,0.969551333,0.192006262,0.161815411,-4.691840773
0.84389338,0.181598165,0.703554857,0.716801273,0.63282901,0.123682367,-3.551028471
0.202963644,0.659686119,0.34065141,0.797617289,0.820841701,0.5812896,-3.552900671
0.829328666,0.038511121,0.840383382,0.850592318,0.184975097,0.368614655,-4.251478483
0.140302664,0.572875662,0.787541969,0.129515187,0.571819953,0.254196278,-0.319389412
0.555086941,0.066848885,0.064135281,0.897920161,0.92688896,0.76956987,-4.485132032
0.105708737,0.318459745,0.735362543,0.690400618,0.53131639,0.924042733,-3.350586482
0.594711696,0.422146925,0.775222078,0.266005545,0.18756083,0.337699374,-1.151819698
0.242361064,0.015965988,0.202446871,0.385781925,0.085465248,0.389800491,-1.928654713
0.649004014,0.390781829,0.988896835,0.274852422,0.431249481,0.416076975,-1.221551673
0.733391641,0.575365353,0.154198455,0.626997733,0.558018681,0.879853018,-2.803943374
0.824515247,0.346289933,0.648663123,0.515973763,0.90704579,0.066010433,-2.459952099
0.493263034,0.664577269,0.717786603,0.777835978,0.931790426,0.238258875,-3.447516945
0.672447804,0.660555536,0.622679222,0.20232681,0.608550971,0.570819028,-0.575300434
0.442857716,0.444144084,0.403829386,0.301280335,0.766290108,0.65764572,-1.309137707
0.199742975,0.832126309,0.881539019,0.717838823,0.333514813,0.812056478,-2.896759924
0.308350853,0.37177871,0.706175528,0.195481452,0.573281656,0.62174261,-0.839187849
0.568673345,0.670054347,0.196782335,0.264107492,0.961940112,0.143709213,-0.871564632
0.692729094,0.848630575,0.641224107,0.517131139,0.24880365,0.441704707,-1.865481841
0.398337787,0.968700302,0.390232698,0.726641733,0.871057467,0.063737108,-2.694828391
0.929592261,0.347434136,0.181614147,0.34420771,0.488180277,0.794137363,-1.60032807
0.37683559,0.989733995,0.209530594,0.586931148,0.300329791,0.095422053,-1.955082358
0.68057392,0.168092658,0.217504987,0.703126115,0.867287554,0.455245479,-3.487375432
0.734837182,0.211100061,0.636507004,0.255584972,0.816871144,0.593983181,-1.233361624
0.145988301,0.075919264,0.119149841,0.126208724,0.527061842,0.929660626,-0.625279885
0.358005429,0.081012528,0.422504868,0.783685969,0.671269831,0.25944395,-3.911866816
0.17787714,0.484641814,0.592901184,0.66839383,0.052543456,0.198462025,-3.107091463
0.903820631,0.774067977,0.764024789,0.455766359,0.638940822,0.073243566,-1.679650564
0.715241406,0.512981286,0.955729252,0.72500857,0.777170258,0.945012131,-3.361893053
0.688401024,0.001402979,0.727237473,0.000460875,0.514749099,0.069572698,-0.002302408
0.737769921,0.681804467,0.35058732,0.7962479,0.556187814,0.405610356,-3.51638217
0.179821217,0.141994588,0.72457949,0.163188688,0.669926225,0.449498836,-0.795780977
0.223470645,0.924314263,0.395787296,0.670313648,0.794416454,0.034302924,-2.497211383
0.551959999,0.750703216,0.968183578,0.619187457,0.968086727,0.7543593,-2.532381965
0.30138465,0.042534484,0.383034146,0.615211786,0.632893116,0.64916824,-3.074249745
0.420047874,0.867239548,0.09011162,0.484794874,0.99405848,0.151738453,-1.671869935
0.080738123,0.957958904,0.158071917,0.14297504,0.478138033,0.100355871,0.202810062
0.670686443,0.344043752,0.133086006,0.73499909,0.286108944,0.403932516,-3.556629344
0.778307976,0.772996146,0.229764779,0.379668005,0.456575768,0.47872958,-1.300816983
0.211366249,0.374409446,0.589780684,0.568109613,0.542371781,0.032359438,-2.700365632
0.797672206,0.90336504,0.367575739,0.316511489,0.174245456,0.293037648,-0.766489051
0.179064398,0.44814556,0.944893654,0.64182475,0.291558397,0.220163949,-3.008289306
0.123472726,0.807043258,0.766155967,0.634899581,0.61566741,0.166856779,-2.523179082
0.538258831,0.542795846,0.561910092,0.086270379,0.855814743,0.089201636,-0.136724562
0.901015993,0.06232114,0.77158082,0.783317077,0.18909412,0.776941574,-3.912701463
0.122242795,0.262112101,0.631544175,0.885251857,0.39927245,0.390798596,-4.357556532
0.354240246,0.746572838,0.040618661,0.775264004,0.816164241,0.862956755,-3.318949016
0.331714914,0.51434904,0.258407244,0.987946024,0.200515567,0.60640088,-4.675175184
0.844755804,0.53578948,0.587069438,0.337500298,0.505071404,0.434746132,-1.400431124
0.399097718,0.889295014,0.252366037,0.216505533,0.019761421,0.644114796,-0.291682041
0.065610584,0.865824795,0.108220327,0.614789779,0.148730909,0.723033436,-2.324296321
0.699565654,0.770835181,0.526585706,0.317868088,0.572094196,0.745665179,-0.995153565
0.229670058,0.408478852,0.92798794,0.457234783,0.521647796,0.307594619,-2.119318942
0.747901218,0.200550812,0.5963099,0.157128337,0.794545777,0.499426693,-0.745421056
0.68973246,0.025182818,0.470489698,0.707886742,0.700738598,0.273058003,-3.538799537
0.277202378,0.803613302,0.210395092,0.972842046,0.935215915,0.041430549,-4.218415893
0.011874629,0.560437419,0.928187716,0.878773004,0.307998298,0.420434394,-4.079774918
0.536218296,0.484394722,0.883087264,0.618800303,0.578606608,0.894569964,-2.859363267
0.517697926,0.677030141,0.974594474,0.29456145,0.386733834,0.897941388,-1.014437441
0.694839319,0.661562241,0.229597253,0.798892078,0.165400707,0.152382147,-3.556795793
0.475383472,0.383223917,0.041613787,0.429777634,0.142527857,0.804893592,-2.002027598
0.831117518,0.605039835,0.396776283,0.545045043,0.51581294,0.562181947,-2.359152015
0.576831332,0.058108112,0.629094624,0.313311422,0.792616224,0.237875866,-1.563180559
0.241115173,0.247676605,0.551437669,0.786679285,0.663670435,0.969345122,-3.872052724
0.351631739,0.519197926,0.150911829,0.998900629,0.93513328,0.67052517,-4.724936658
0.947345665,0.098884858,0.126461421,0.387947722,0.285844089,0.604901433,-1.929960395
0.704359805,0.05689819,0.400398064,0.419969278,0.164214461,0.65082541,-2.096608986
0.553220913,0.819367339,0.571435036,0.922844369,0.835468283,0.313740622,-3.942859008
0.726228447,0.589696031,0.489788714,0.973116499,0.168472701,0.840790376,-4.517841084
0.957839791,0.491180845,0.491046666,0.589068258,0.298075086,0.646641062,-2.704082668
0.682815651,0.991539682,0.804345969,0.683076203,0.208375705,0.184335692,-2.432230076
0.198964953,0.61998781,0.868427128,0.576619841,0.683968802,0.093957332,-2.498714321
0.5630696,0.56542104,0.911985272,0.982606537,0.17880327,0.154708164,-4.593331734
0.399257929,0.706110315,0.802470908,0.897395515,0.960848352,0.912868297,-3.988385796
0.132559425,0.125406223,0.880133164,0.932948615,0.208835214,0.556643786,-4.649016355
0.0539764,0.421252206,0.000711139,0.736761763,0.976573568,0.293994598,-3.506355392
0.059025716,0.768390592,0.984430948,0.946044577,0.449069982,0.335798975,-4.139798781
0.636441252,0.576035201,0.321658724,0.436924943,0.584554423,0.299853555,-1.85280816
0.820336065,0.266695931,0.805045954,0.970678993,0.555746362,0.681211316,-4.782268244
0.905537483,0.488510771,0.740729256,0.651103318,0.858243749,0.608489996,-3.016873818
0.651226133,0.498433792,0.259985317,0.97018011,0.987685846,0.397731663,-4.602464303
0.580920726,0.160372618,0.594693544,0.283478285,0.429600789,0.202240728,-1.391672047
0.69925977,0.188265004,0.912471438,0.510833457,0.911501593,0.120361772,-2.518723573
0.861130059,0.119636372,0.673683769,0.385112684,0.808403037,0.114053092,-1.911250557
0.963412638,0.189479766,0.06929588,0.658345784,0.877341056,0.82871192,-3.255826338
0.641293418,0.891238072,0.901212294,0.104452031,0.561141733,0.553835871,0.272045148
0.893475867,0.949214033,0.411933596,0.901739036,0.542184698,0.595340456,-3.607687903
0.25077135,0.81670591,0.59897656,0.08305008,0.379075602,0.585098676,0.251758142
0.251321551,0.685016548,0.251952603,0.208991586,0.867229336,0.266836663,-0.575710258
0.240688471,0.401804835,0.123426064,0.19490009,0.492110085,0.03572293,-0.813053325
0.02134604,0.604361414,0.306072609,0.384316499,0.127443975,0.424889257,-1.556329775
0.377518748,0.221040636,0.803033884,0.360574947,0.984003175,0.882430901,-1.75401577
0.847205861,0.817526431,0.380535512,0.289907663,0.826921049,0.995389579,-0.78118885
0.470889597,0.597997803,0.825076909,0.025754499,0.242485907,0.558993265,0.228828878
0.311436173,0.562300633,0.922816927,0.142033539,0.390560416,0.655415036,-0.393985692
0.327975948,0.934170776,0.385484132,0.858056208,0.427979602,0.694027965,-3.417606002
0.772940494,0.26038507,0.255402281,0.440391233,0.538443395,0.637728047,-2.134155781
0.283150835,0.333141803,0.816685718,0.199852332,0.835557198,0.956094771,-0.888278197
0.255761651,0.893744731,0.656958274,0.456019061,0.135102468,0.875462712,-1.481315662
0.940738132,0.839581261,0.555523674,0.088638472,0.179928615,0.76438109,0.261704334
0.71174691,0.216435613,0.779964933,0.045303826,0.111899163,0.166551008,-0.179674756
0.867795162,0.856372522,0.647094595,0.80462082,0.327572679,0.036947644,-3.289730205
0.959824725,0.737510778,0.742375262,0.30060445,0.962172695,0.748572193,-0.959100101
0.830964017,0.781130263,0.483614813,0.19102222,0.944886635,0.776799539,-0.344946612
0.73364518,0.628921094,0.446299732,0.131970251,0.176468205,0.230132762,-0.264309514
0.053253259,0.405633249,0.739246588,0.508764623,0.707707297,0.720358108,-2.37928478
0.601480193,0.376965057,0.190127746,0.893264264,0.579202219,0.489541271,-4.324218667
0.056578134,0.616117769,0.715928769,0.882479149,0.038540814,0.470270937,-4.03279464
0.893819461,0.675350188,0.618161194,0.087219101,0.031676344,0.262317038,0.020002374
0.015139824,0.007296748,0.744667293,0.822852424,0.60593845,0.565256986,-4.114208877
0.998018848,0.199017357,0.411560084,0.347449143,0.463368076,0.991171209,-1.697637805
0.456183965,0.449686136,0.678516975,0.509681999,0.361866378,0.417992522,-2.346192376
0.286105371,0.870137167,0.489308675,0.54487786,0.542029482,0.041652919,-1.967250612
0.232356185,0.047809802,0.365735172,0.175310634,0.798779895,0.624262364,-0.874267391
0.842631646,0.113386854,0.72797824,0.067261122,0.60037796,0.404771434,-0.323449029
0.764521404,0.027731018,0.4306544,0.49623712,0.119570329,0.768241801,-2.480416592
0.330473277,0.099791613,0.759195314,0.207229768,0.178479333,0.950842049,-1.026190473
0.048247732,0.902187286,0.451739205,0.48101267,0.732567772,0.558009866,-1.591121449
0.410418702,0.106800013,0.486150392,0.464218755,0.623806892,0.785827326,-2.309687531
0.601699289,0.764970485,0.43701231,0.756827375,0.499938045,0.134614254,-3.198957031
0.636518922,0.897539542,0.778704892,0.438850618,0.777092331,0.356056366,-1.388675859
0.497525381,0.138711458,0.757694072,0.926717227,0.881203398,0.093213874,-4.614345264
0.291083293,0.726887976,0.653561489,0.76953501,0.772883055,0.583419033,-3.319308921
0.590069774,0.583493088,0.529360033,0.066874327,0.996066197,0.932699483,0.006092549
0.017882146,0.364885813,0.210505826,0.245120882,0.430905956,0.339943272,-1.092462754
0.104874529,0.54971844,0.502229025,0.009633227,0.039678177,0.387896799,0.254024229
0.193845563,0.784376307,0.950083311,0.546093716,0.523040118,0.012873388,-2.115222392
0.882521857,0.703494035,0.307825075,0.250185529,0.792779786,0.269025699,-0.756023788
0.984468695,0.212248229,0.992490248,0.558857278,0.325690614,0.461866136,-2.749237078
0.572940768,0.284571199,0.657861917,0.894095018,0.716510833,0.306630336,-4.389494323
0.3442987,0.580333324,0.310725247,0.087476527,0.035927695,0.665250025,-0.100595866
0.92165091,0.178878651,0.033848579,0.694605804,0.563747856,0.694319624,-3.441031446
0.338047838,0.371968204,0.41910901,0.854801916,0.987538607,0.234492986,-4.135649234
0.545815613,0.106457604,0.56007337,0.72384081,0.284286843,0.669067044,-3.607870827
0.644934796,0.097382135,0.313231423,0.235109406,0.532031998,0.83358943,-1.166063751
0.921442808,0.544801344,0.882317613,0.59471409,0.044142178,0.389100851,-2.676761947
0.248800764,0.540343429,0.322006862,0.477181865,0.377585212,0.904330349,-2.093938303
0.335042367,0.521407915,0.222190243,0.062843253,0.25474758,0.902752301,-0.042350051
0.424594078,0.247074289,0.963253381,0.203300187,0.362798835,0.604394334,-0.955455232
0.052262925,0.932285282,0.752527993,0.649680698,0.422988026,0.17039019,-2.379247641
0.748675537,0.870088477,0.88917821,0.459908607,0.099811195,0.662501106,-1.542489079
0.229905053,0.612257187,0.442283453,0.152615742,0.98024418,0.736651487,-0.388219846
0.208846632,0.088461623,0.804023616,0.289325814,0.689961191,0.350781633,-1.438803612
0.727041854,0.396946258,0.974160969,0.528829409,0.104683611,0.984422904,-2.486580714
0.665091749,0.591540417,0.93975991,0.490064636,0.655033777,0.449487711,-2.100403117
0.19759395,0.442579206,0.503926753,0.79490039,0.028525763,0.235933897,-3.778625597
0.550753327,0.565338592,0.053539306,0.718837788,0.367212189,0.289812738,-3.274581218
0.366673844,0.955917837,0.169536605,0.931905476,0.636311739,0.541776934,-3.74574847
0.520453844,0.166730809,0.178168752,0.397215538,0.555430933,0.537894019,-1.958278528
0.318649222,0.976815428,0.430952885,0.592638111,0.400513237,0.760548436,-2.009022174
0.771185348,0.713547801,0.057833065,0.489106343,0.646431597,0.70680931,-1.93638125
0.222489079,0.103073984,0.738689083,0.031015466,0.333696685,0.868762299,-0.144453086
0.580407592,0.174443068,0.32777085,0.311553021,0.247475253,0.794206189,-1.52733472
0.392578726,0.017480453,0.554719167,0.389334617,0.423358117,0.345192357,-1.946367519
0.665991286,0.641630743,0.706961026,0.396620246,0.930735909,0.587958974,-1.571411218
0.269780792,0.422877222,0.935409156,0.35569557,0.622625711,0.884609135,-1.599652704
0.537089026,0.737204271,0.679064687,0.789467293,0.553228061,0.17942661,-3.403866329
0.909576414,0.872532495,0.372473734,0.537884882,0.227090997,0.297207116,-1.928111457
0.169823017,0.707255179,0.62206835,0.612766424,0.805705792,0.465961981,-2.563622232
0.550709572,0.950422885,0.344341024,0.010458341,0.590563759,0.038802415,0.851011957
0.034283447,0.004826923,0.085097921,0.580282276,0.820451366,0.900051657,-2.901388079
0.011239751,0.241162639,0.862296875,0.249709955,0.787841154,0.606326625,-1.190390356
0.326058621,0.175608997,0.721446675,0.231494298,0.504582364,0.414464862,-1.126632971
0.017551468,0.181761233,0.974236619,0.461084083,0.053382667,0.013400709,-2.272383268
0.897518957,0.719947039,0.045547728,0.673840927,0.31783619,0.975211755,-2.850880894
0.860408338,0.292783759,0.079168112,0.954470968,0.361689212,0.050711569,-4.686632511
0.726416914,0.401397964,0.64962412,0.808683658,0.673599276,0.297769865,-3.882297967
